lh.aparc.volume	lh_bankssts_volume	lh_caudalanteriorcingulate_volume	lh_caudalmiddlefrontal_volume	lh_cuneus_volume	lh_entorhinal_volume	lh_fusiform_volume	lh_inferiorparietal_volume	lh_inferiortemporal_volume	lh_isthmuscingulate_volume	lh_lateraloccipital_volume	lh_lateralorbitofrontal_volume	lh_lingual_volume	lh_medialorbitofrontal_volume	lh_middletemporal_volume	lh_parahippocampal_volume	lh_paracentral_volume	lh_parsopercularis_volume	lh_parsorbitalis_volume	lh_parstriangularis_volume	lh_pericalcarine_volume	lh_postcentral_volume	lh_posteriorcingulate_volume	lh_precentral_volume	lh_precuneus_volume	lh_rostralanteriorcingulate_volume	lh_rostralmiddlefrontal_volume	lh_superiorfrontal_volume	lh_superiorparietal_volume	lh_superiortemporal_volume	lh_supramarginal_volume	lh_frontalpole_volume	lh_temporalpole_volume	lh_transversetemporal_volume	lh_insula_volume	BrainSegVolNotVent	eTIV
sub-season119	2695.0	2100.0	5359.0	3585.0	2554.0	11070.0	16331.0	12988.0	2342.0	14020.0	8526.0	5731.0	5609.0	12464.0	2171.0	4075.0	4572.0	2165.0	3639.0	2323.0	9461.0	3545.0	14357.0	11053.0	2643.0	15498.0	25325.0	13697.0	12186.0	11314.0	1236.0	2782.0	1208.0	8615.0	1661744.0	1543731.273115
sub-season120	2232.0	1684.0	7458.0	3456.0	1450.0	10020.0	12475.0	13148.0	2957.0	15211.0	9924.0	6444.0	4996.0	13722.0	2181.0	4431.0	4957.0	2922.0	5369.0	1504.0	10296.0	2990.0	15868.0	10467.0	3161.0	20194.0	32878.0	15641.0	14026.0	13066.0	1128.0	2434.0	1650.0	8057.0	1878649.0	1671209.727034
sub-season121	3798.0	2864.0	7440.0	4731.0	2336.0	10803.0	18235.0	15407.0	4661.0	16900.0	9735.0	9438.0	5960.0	12870.0	3012.0	3756.0	5307.0	3868.0	4800.0	3019.0	14076.0	3868.0	19421.0	12423.0	3044.0	18915.0	28692.0	17555.0	13886.0	13365.0	1457.0	2826.0	1381.0	9402.0	2006833.0	1902020.490605
sub-season122	2787.0	1758.0	8055.0	3172.0	2253.0	8811.0	13542.0	15365.0	3000.0	12582.0	9386.0	7338.0	5552.0	12846.0	2427.0	4451.0	6459.0	2660.0	4973.0	2042.0	11841.0	4640.0	15352.0	13227.0	3780.0	19119.0	33671.0	16632.0	13349.0	14365.0	1338.0	2679.0	1762.0	8766.0	1872440.0	1794427.85881
sub-season123	2586.0	902.0	8278.0	3736.0	2076.0	10125.0	13330.0	12545.0	3681.0	15200.0	9756.0	8891.0	6934.0	15510.0	2010.0	4663.0	7791.0	3371.0	5881.0	2947.0	9868.0	2949.0	16668.0	12093.0	4063.0	18376.0	29279.0	15372.0	18573.0	15279.0	1473.0	3341.0	1846.0	9336.0	2044539.0	1853281.972512
sub-season124	3417.0	1369.0	4554.0	4226.0	2515.0	11937.0	16202.0	12232.0	2576.0	18230.0	8908.0	7111.0	5781.0	13075.0	2569.0	3652.0	4394.0	3035.0	4096.0	1955.0	10030.0	3022.0	13903.0	11575.0	2155.0	19816.0	25730.0	15633.0	16018.0	11615.0	1466.0	3376.0	1594.0	7830.0	1795252.0	1681543.710064
sub-season125	2989.0	1927.0	8865.0	3973.0	2069.0	10862.0	15007.0	14208.0	2513.0	16193.0	8529.0	8117.0	5734.0	11691.0	2174.0	4490.0	6307.0	3186.0	4830.0	2201.0	11457.0	4215.0	16520.0	12282.0	3458.0	17975.0	28571.0	13287.0	16505.0	11628.0	1536.0	2986.0	1513.0	8104.0	1831546.0	1612456.424967
sub-season126	2581.0	1864.0	7316.0	3142.0	1830.0	10181.0	11879.0	11663.0	2322.0	13460.0	8393.0	8450.0	6285.0	11046.0	1863.0	4182.0	4373.0	2410.0	4207.0	2244.0	10697.0	3480.0	15697.0	11162.0	2439.0	18313.0	26434.0	13513.0	13526.0	13015.0	1459.0	3303.0	1499.0	7732.0	1749591.0	1659864.879575
sub-season127	2802.0	3204.0	6852.0	3901.0	2227.0	11533.0	14809.0	14187.0	3042.0	14050.0	9334.0	8338.0	4491.0	14350.0	2071.0	4177.0	6757.0	3668.0	5067.0	2755.0	11687.0	4605.0	16827.0	10497.0	4513.0	19611.0	26217.0	14250.0	14614.0	13190.0	1222.0	2532.0	1839.0	8518.0	1919874.0	1781384.489153
sub-season128	2297.0	2572.0	6391.0	3595.0	2521.0	10601.0	10568.0	11565.0	2787.0	12225.0	8531.0	7760.0	5867.0	10510.0	2055.0	3890.0	5796.0	2386.0	5947.0	2485.0	14032.0	3207.0	14861.0	10840.0	2895.0	16875.0	21324.0	15837.0	12148.0	13130.0	992.0	2733.0	1547.0	8448.0	1704446.0	1646061.979673
sub-season129	3337.0	1693.0	7058.0	3376.0	1743.0	9131.0	13614.0	10679.0	2652.0	14792.0	9279.0	6570.0	5992.0	12490.0	2100.0	4113.0	5144.0	3328.0	4129.0	2323.0	10637.0	3855.0	13385.0	9755.0	2624.0	15880.0	24614.0	11147.0	13064.0	12116.0	1342.0	2787.0	1482.0	7506.0	1645993.0	1508564.640623
sub-season130	2888.0	1866.0	6260.0	3874.0	3558.0	10538.0	14199.0	12896.0	2814.0	15161.0	9184.0	7694.0	6317.0	13791.0	2051.0	4168.0	5906.0	3659.0	4374.0	2628.0	9911.0	3389.0	14768.0	11931.0	2268.0	17002.0	24624.0	14552.0	15476.0	10914.0	1562.0	3666.0	1457.0	9411.0	1764883.0	1539840.061463
sub-season131	3511.0	1567.0	9702.0	2819.0	2506.0	12071.0	15445.0	13349.0	3069.0	13624.0	9697.0	7894.0	6481.0	13727.0	2353.0	3952.0	6261.0	2493.0	3696.0	2295.0	9793.0	3208.0	15997.0	10457.0	2905.0	16979.0	27425.0	12215.0	15481.0	13489.0	1240.0	2507.0	1149.0	8070.0	1929511.0	1780833.56615
sub-season132	1998.0	1245.0	6341.0	3750.0	1985.0	9105.0	10869.0	9903.0	1783.0	12516.0	7156.0	7178.0	5398.0	9370.0	1592.0	3528.0	4946.0	2135.0	4041.0	2101.0	8479.0	2319.0	13278.0	10519.0	1368.0	15649.0	23483.0	14559.0	12399.0	10850.0	1778.0	2828.0	1970.0	7461.0	1468388.0	1437269.594262
sub-season133	2549.0	1661.0	6538.0	3615.0	2193.0	9957.0	12271.0	8135.0	2769.0	14220.0	8391.0	6684.0	5552.0	11154.0	1808.0	4249.0	6083.0	3137.0	4836.0	2320.0	11411.0	3042.0	15693.0	11123.0	2857.0	16809.0	27623.0	12465.0	13430.0	11513.0	1335.0	2710.0	1730.0	7550.0	1716913.0	1527295.420286
sub-season134	3392.0	1533.0	8270.0	3356.0	4287.0	12131.0	15219.0	13197.0	3636.0	13026.0	11367.0	8230.0	5648.0	14559.0	2855.0	4321.0	8363.0	4229.0	5011.0	2507.0	12911.0	3379.0	17426.0	10536.0	3779.0	17697.0	30060.0	15377.0	15558.0	14931.0	1320.0	3638.0	2106.0	8756.0	1888480.0	1790093.865658
sub-season135	2950.0	1510.0	6634.0	3137.0	2605.0	9904.0	12988.0	10523.0	2253.0	13092.0	9263.0	5238.0	5606.0	10733.0	2099.0	4083.0	6935.0	3221.0	5104.0	1945.0	9855.0	2902.0	13731.0	12417.0	2502.0	15152.0	23003.0	16243.0	13860.0	11864.0	1504.0	3111.0	1733.0	7821.0	1734001.0	1611218.931581
sub-season136	2571.0	1371.0	5712.0	2676.0	1936.0	9653.0	11510.0	10879.0	2213.0	12126.0	6984.0	4996.0	4954.0	11958.0	2369.0	3819.0	4902.0	2692.0	4715.0	1447.0	8744.0	2719.0	12182.0	9740.0	1882.0	14872.0	23936.0	14285.0	11414.0	10581.0	1477.0	2947.0	983.0	7592.0	1517832.0	1055213.176187
sub-season137	1835.0	1929.0	4736.0	4116.0	1561.0	10597.0	11872.0	11438.0	2546.0	14124.0	8139.0	8120.0	5443.0	10933.0	2216.0	3598.0	4978.0	2846.0	3855.0	2732.0	9021.0	3381.0	14438.0	11018.0	2518.0	14012.0	25678.0	13951.0	12899.0	11784.0	1294.0	2390.0	1379.0	8456.0	1677855.0	1473267.27748
sub-season138	2817.0	1793.0	7644.0	3315.0	2096.0	9961.0	11646.0	12877.0	2665.0	11241.0	7614.0	6691.0	5180.0	12670.0	2202.0	3595.0	7276.0	3237.0	5695.0	1657.0	9321.0	3436.0	13469.0	10974.0	2091.0	14820.0	24039.0	14059.0	15318.0	11498.0	1382.0	3120.0	1184.0	7900.0	1650225.0	1583557.102839
sub-season139	2270.0	2484.0	6885.0	2716.0	3115.0	9024.0	11684.0	12230.0	2732.0	12293.0	7784.0	7714.0	5613.0	11386.0	2289.0	3385.0	4767.0	2402.0	3699.0	1764.0	9376.0	3051.0	14271.0	9997.0	2969.0	17731.0	28066.0	15626.0	13716.0	16395.0	1462.0	2695.0	1517.0	8634.0	1800729.0	1603413.675221
sub-season202	2480.0	2111.0	9767.0	2797.0	4614.0	12114.0	14831.0	14728.0	4181.0	14163.0	12439.0	7085.0	6267.0	13140.0	3378.0	4464.0	6648.0	3857.0	5332.0	2005.0	14093.0	4468.0	15697.0	13524.0	4342.0	20343.0	31995.0	16273.0	16703.0	16543.0	1312.0	3132.0	1736.0	10367.0	2095131.0	1924322.56479
sub-season204	1590.0	2239.0	7182.0	3867.0	2147.0	8806.0	11555.0	10140.0	2844.0	10841.0	9247.0	7763.0	5888.0	11212.0	1980.0	4014.0	4657.0	2994.0	4297.0	2273.0	10257.0	3802.0	14158.0	12191.0	3205.0	16654.0	25772.0	13737.0	14141.0	14707.0	1088.0	2236.0	1751.0	8775.0	1700123.0	1563402.33921
sub-season206	2578.0	1532.0	4928.0	2458.0	2058.0	9671.0	13004.0	10348.0	2411.0	10617.0	6686.0	5193.0	5045.0	10607.0	2378.0	3560.0	4488.0	2313.0	3426.0	1622.0	9543.0	2949.0	13241.0	9162.0	1841.0	13891.0	23583.0	12531.0	11283.0	12624.0	1438.0	3653.0	1244.0	7710.0	1483635.0	1381952.007729
sub-season207	2872.0	1797.0	7227.0	2488.0	2326.0	11815.0	16171.0	12109.0	2863.0	13907.0	8889.0	6678.0	5609.0	14188.0	2067.0	4017.0	5849.0	2731.0	4920.0	2318.0	8439.0	3936.0	15735.0	12219.0	3042.0	19978.0	29424.0	15880.0	15517.0	14030.0	1190.0	2495.0	1887.0	9142.0	1918529.0	1635938.248445
sub-season208	2461.0	1673.0	5948.0	3121.0	2377.0	10324.0	10069.0	10346.0	3036.0	11369.0	8710.0	7049.0	6251.0	12910.0	2143.0	4155.0	4845.0	2961.0	5504.0	2268.0	9738.0	4311.0	14711.0	10363.0	2751.0	16400.0	28174.0	13404.0	13134.0	12418.0	2037.0	3950.0	1691.0	7815.0	1648395.0	1510409.717743
sub-season211	1741.0	1094.0	6604.0	4025.0	2130.0	9670.0	10722.0	8729.0	2276.0	13293.0	7094.0	6429.0	5461.0	10177.0	2154.0	4198.0	5069.0	2321.0	4112.0	2004.0	9446.0	2746.0	13875.0	9668.0	1518.0	14133.0	24422.0	15152.0	10279.0	9598.0	1272.0	3022.0	1544.0	6826.0	1541125.0	1318768.437228
sub-season212	2401.0	2149.0	6822.0	3225.0	1930.0	9178.0	10451.0	9458.0	2525.0	11131.0	8278.0	6199.0	4109.0	10701.0	1869.0	3918.0	4037.0	2661.0	3271.0	1929.0	9716.0	3164.0	14399.0	9313.0	2843.0	14764.0	24080.0	12680.0	12103.0	11397.0	1567.0	3093.0	1413.0	7567.0	1567224.0	1437638.547011
sub-season213	2764.0	2071.0	7930.0	4451.0	2220.0	12583.0	15517.0	15424.0	3549.0	18514.0	8897.0	8950.0	5645.0	12087.0	1863.0	4523.0	7346.0	2928.0	5301.0	3157.0	10943.0	4790.0	17035.0	13385.0	3834.0	20176.0	28639.0	16247.0	16446.0	13984.0	1353.0	3319.0	1738.0	8144.0	2016460.0	1828603.601019
sub-season214	2065.0	3017.0	7250.0	3060.0	1973.0	9890.0	13624.0	10855.0	2056.0	14769.0	9385.0	6486.0	4923.0	13479.0	2346.0	5363.0	5401.0	3277.0	4626.0	2040.0	10770.0	3048.0	14835.0	10800.0	3074.0	20607.0	29445.0	16954.0	14666.0	15009.0	1451.0	2573.0	1505.0	9129.0	1776364.0	1560816.551946
sub-season215	3372.0	1792.0	7525.0	3495.0	2373.0	11899.0	13710.0	13172.0	4118.0	16321.0	9669.0	7687.0	6485.0	17277.0	1910.0	3740.0	6285.0	3071.0	5492.0	2787.0	11176.0	4364.0	15133.0	9176.0	2371.0	22827.0	30180.0	14707.0	15974.0	15911.0	1383.0	2296.0	1564.0	8485.0	2004954.0	1897750.703816
sub-season216	2278.0	2027.0	6508.0	3152.0	2131.0	8231.0	11334.0	7905.0	2050.0	12348.0	7821.0	7892.0	4348.0	10034.0	2294.0	4548.0	4472.0	2418.0	4062.0	2156.0	8690.0	3535.0	13918.0	8175.0	2649.0	14513.0	24056.0	12391.0	12537.0	9371.0	1004.0	2157.0	1338.0	6931.0	1682602.0	1572543.232359
sub-season217	3222.0	1571.0	6728.0	3034.0	2357.0	8746.0	10609.0	11601.0	2127.0	10277.0	6928.0	6503.0	5566.0	10380.0	1707.0	3317.0	4634.0	2270.0	3561.0	2402.0	8317.0	3639.0	13815.0	8508.0	2291.0	13592.0	24232.0	11033.0	13490.0	10388.0	1421.0	2891.0	1247.0	7789.0	1595184.0	1512623.392129
